Date de réception de la notification;Secteur d'activité de l'organisme concerné;Natures de la violation;Nombre de personnes impactées;Typologie des données impactées;Données sensibles;Origine de l'incident;Causes de l'incident;Information des personnes
2019-05;Santé humaine et action sociale;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);Oui;Papier perdu, volé ou laissé accessible dans un endroit non sécurisé;Acte externe malveillant;Non déterminé pour le moment
2019-05;Administration publique;Perte de la confidentialité;Entre 0 et 5 personnes;Les données concernées ne sont pas connues pour le moment;;Autre;Inconnu;Non, mais elles le seront
2019-05;Activités financières et d''assurance;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Documents officiels (Passeports, pièces d’identité, etc.);;Autre;Acte interne malveillant;Oui, les personnes ont été informées
2019-05;Information et communication;Perte de la confidentialité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données de localisation;;Publication non volontaire d'informations,Données personnelles envoyées à un mauvais destinataire,Informations personnelles divulguées de façon verbale,Autre;Inconnu;Oui, les personnes ont été informées
2019-05;Santé humaine et action sociale;Perte de la confidentialité;Entre 0 et 5 personnes;Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Oui, les personnes ont été informées
2019-05;Enseignement;Perte de la confidentialité,Perte de la disponibilité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Documents officiels (Passeports, pièces d’identité, etc.);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-05;Information et communication;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Publication non volontaire d'informations,Autre;Acte interne accidentel;Non ils ne le seront pas
2019-05;Activités financières et d''assurance;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...);;Autre;Autre;Oui, les personnes ont été informées
2019-05;Arts, spectacles et activités récréatives;Perte de l'intégrité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données de localisation,Les données concernées ne sont pas connues pour le moment;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2019-05;Activités de services administratifs et de soutien;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage,Autre;Acte externe malveillant;Oui, les personnes ont été informées
2019-05;Administration publique;Perte de la confidentialité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Oui, les personnes ont été informées
2019-05;Enseignement;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-05;Industrie manufacturière;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Equipement perdu ou volé;Acte interne accidentel,Acte externe malveillant;Non, mais elles le seront
2019-05;Industrie manufacturière;Perte de la confidentialité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),La violation concerne d'autres données;;Autre;Autre;Non ils ne le seront pas
2019-05;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Plus de 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Publication non volontaire d'informations;Acte externe accidentel;Non, mais elles le seront
2019-05;Administration publique;Perte de la confidentialité,Perte de la disponibilité;Entre 0 et 5 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Papier perdu, volé ou laissé accessible dans un endroit non sécurisé;Acte externe malveillant;Oui, les personnes ont été informées
2019-05;Information et communication;Perte de la confidentialité;Entre 301 et 5000 personnes;Les données concernées ne sont pas connues pour le moment;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-05;Administration publique;Perte de la confidentialité;Entre 0 et 5 personnes;Documents officiels (Passeports, pièces d’identité, etc.);;Autre;Autre;Non déterminé pour le moment
2019-05;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données;;Données personnelles envoyées à un mauvais destinataire;Acte interne accidentel;Non déterminé pour le moment
2019-05;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité;Entre 301 et 5000 personnes;Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Inconnu;Oui, les personnes ont été informées
2019-05;Information et communication;Perte de la confidentialité,Perte de la disponibilité;Entre 51 et 300 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-05;Industrie manufacturière;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
2019-05;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité,Perte de l'intégrité;Entre 301 et 5000 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non déterminé pour le moment
2019-05;Santé humaine et action sociale;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...);;Equipement perdu ou volé;Acte externe malveillant;Non, mais elles le seront
2019-05;Santé humaine et action sociale;Perte de la confidentialité;Entre 0 et 5 personnes;Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...);;Autre;Autre;Non déterminé pour le moment
2019-05;Information et communication;Perte de la confidentialité;Entre 301 et 5000 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Publication non volontaire d'informations;Acte interne accidentel;Non, mais elles le seront
2019-05;Activités spécialisées, scientifiques et techniques;Perte de la confidentialité;Entre 6 et 50 personnes;Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques;;Piratage, logiciel malveillant (par exemple rançongiciel) et/ou hameçonnage;Acte externe malveillant;Non, mais elles le seront
