,Date,Sector,Violation_nature,People_impacted,Data_type,Sensitive_data,Incident_origin,Incident_cause,People_informed
2118,2019-03,Scientific/Specialized/Technical,"Perte de la confidentialité,Perte de l'intégrité",5,TBD,,Hacking - Malware -Phishing,"Acte interne malveillant,Acte externe malveillant",They_will
2119,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,Civil-Contact,,Publication mistake,Internal-Accidental,They_will_not
2120,2019-03,Commerce,"Perte de la confidentialité,Perte de la disponibilité",>5000,Civil-Contact,,Other,Unknown,TBD
2121,2019-03,Public_Administration,"Perte de la confidentialité,Perte de la disponibilité",300,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
2122,2019-03,Arts-Recreational,Perte de la confidentialité,>5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
2123,2019-03,Commerce,Perte de la confidentialité,5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,External-Malicious,Yes
2124,2019-03,Commerce,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Other,External-Malicious,Yes
2125,2019-03,Transport/Warehousing,Perte de la confidentialité,5,Civil-Contact-Finance-Economic,,Other,Internal-Accidental,They_will
2126,2019-03,Health,Perte de la disponibilité,5000,TBD,,Hacking - Malware -Phishing,External-Malicious,TBD
2127,2019-03,Commerce,"Perte de la confidentialité,Perte de la disponibilité",50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Les données concernées ne sont pas connues pour le moment",Oui,Hacking - Malware -Phishing,"Acte externe malveillant,Inconnu",Yes
2128,2019-03,Finance/Insurance,"Perte de la confidentialité,Perte de la disponibilité",5,Civil-Contact-Finance-Economic,,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",External-Malicious,They_will
2129,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Données de la mauvaise personne affichées sur le portail du client,Internal-Accidental,They_will_not
2130,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,>5000,Contact,,Hacking - Malware -Phishing,External-Malicious,They_will
2131,2019-03,Public_Administration,Perte de la confidentialité,5000,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,External-Malicious,TBD
2132,2019-03,Public_Administration,Perte de la confidentialité,>5000,Contact,,"Publication non volontaire d'informations,Données personnelles envoyées à un mauvais destinataire",Internal-Accidental,Yes
2133,2019-03,Information/Communication,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,"Données personnelles envoyées à un mauvais destinataire,Autre",Internal-Accidental,They_will
2134,2019-03,Arts-Recreational,"Perte de la confidentialité,Perte de l'intégrité",5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Données de localisation",,Hacking - Malware -Phishing,External-Malicious,Yes
2135,2019-03,Education,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation,Données relatives à des infractions, condamnations, mesures de sûreté",,Other,Internal-Malicious,They_will
2136,2019-03,Public_Administration,"Perte de la confidentialité,Perte de la disponibilité",5000,Civil-Contact,,Other,Internal-Malicious,TBD
2137,2019-03,Public_Administration,Perte de la confidentialité,5,Contact,,Recipient mistake,Internal-Accidental,They_will_not
2138,2019-03,Public_Administration,"Perte de la confidentialité,Perte de l'intégrité",5000,TBD,,Equipment Lost or Stolen,External-Malicious,TBD
2139,2019-03,Education,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...)",,Other,"Acte interne accidentel,Acte externe accidentel",They_will
2140,2019-03,Real_Estate,"Perte de la confidentialité,Perte de la disponibilité",5000,Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
2141,2019-03,Electricity/Gas/Steam/AC,Perte de la confidentialité,>5000,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,Internal-Accidental,They_will_not
2142,2019-03,Education,Perte de la confidentialité,50,Civil-Contact-Access,,Hacking - Malware -Phishing,Internal-Malicious,TBD
2143,2019-03,Manufacturing,Perte de la confidentialité,300,Contact,,Equipment Lost or Stolen,External-Malicious,TBD
2144,2019-03,Other_services,Perte de la confidentialité,300,Contact,,"Papier perdu, volé ou laissé accessible dans un endroit non sécurisé","Acte interne malveillant,Acte externe malveillant",They_will
2145,2019-03,Finance/Insurance,"Perte de la confidentialité,Perte de la disponibilité",5,Civil-Contact,Oui,"Equipement perdu ou volé,Papier perdu, volé ou laissé accessible dans un endroit non sécurisé",External-Malicious,Yes
2146,2019-03,Education,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.),Données de localisation",,Hacking - Malware -Phishing,External-Malicious,TBD
2147,2019-03,Water/Sanitation/WasteManagement,"Perte de la confidentialité,Perte de la disponibilité",5000,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,Documents officiels (Passeports, pièces d’identité, etc.)",,Hacking - Malware -Phishing,External-Malicious,TBD
2148,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,5,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...)",,Hacking - Malware -Phishing,Unknown,They_will
2149,2019-03,Public_Administration,Perte de la disponibilité,300,Civil-Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
2150,2019-03,Education,Perte de la confidentialité,300,Contact,,Recipient mistake,Internal-Accidental,TBD
2151,2019-03,Public_Administration,"Perte de la confidentialité,Perte de l'intégrité",5000,"Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques,La violation concerne d'autres données",,Recipient mistake,Internal-Accidental,They_will_not
2152,2019-03,Manufacturing,"Perte de la confidentialité,Perte de l'intégrité,Perte de la disponibilité",50,"Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,Yes
2153,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,5000,"Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Hacking - Malware -Phishing,External-Malicious,Yes
2154,2019-03,Manufacturing,Perte de la confidentialité,5000,Contact,,Hacking - Malware -Phishing,External-Malicious,TBD
2155,2019-03,Scientific/Specialized/Technical,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Recipient mistake,"Acte interne accidentel,Acte externe accidentel",Yes
2156,2019-03,Transport/Warehousing,Perte de la confidentialité,5,Civil-Contact,Oui,Other,External-Accidental,TBD
2157,2019-03,Administrative/Support_services,Perte de la confidentialité,300,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),La violation concerne d'autres données",,Hacking - Malware -Phishing,External-Malicious,They_will
2158,2019-03,Public_Administration,Perte de la confidentialité,50,"Etat civil (ex : nom, sexe, date de naissance, âge...),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données d’identification ou d’accès (ex : identifiant, mot de passe, numéro client...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,Publication mistake,Internal-Accidental,They_will
2159,2019-03,Transport/Warehousing,Perte de la confidentialité,5,"Etat civil (ex : nom, sexe, date de naissance, âge...),NIR (Numéro d'Inscription au Répertoire),Coordonnées (ex : adresse postale ou électronique, numéros de téléphone fixe ou portable...),Données relatives à des informations financières (ex : revenus, numéro de carte de crédit, coordonnées bancaires), économiques",,"Données de la mauvaise personne affichées sur le portail du client,Données personnelles envoyées à un mauvais destinataire",Internal-Accidental,They_will
